# SignalP-5.0	Organism: Eukarya	Timestamp: 20220628144707
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
ENST00000438710.5	OTHER	0.001456	0.998544	
ENST00000439109.6	OTHER	0.004750	0.995250	
ENST00000439428.5	OTHER	0.000478	0.999522	
ENST00000439518.5	OTHER	0.002060	0.997940	
ENST00000440081.2	OTHER	0.000534	0.999466	
ENST00000440155.6	OTHER	0.000638	0.999362	
ENST00000440339.1	OTHER	0.004574	0.995426	
ENST00000440392.3	OTHER	0.007125	0.992875	
ENST00000440575.6	OTHER	0.065751	0.934249	
ENST00000440598.2	OTHER	0.000433	0.999567	
ENST00000440706.3	OTHER	0.092690	0.907310	
ENST00000440923.7	SP(Sec/SPI)	0.640905	0.359095	CS pos: 34-35. ARG-QE. Pr: 0.3030
ENST00000441298.5	OTHER	0.000551	0.999449	
ENST00000441394.1	OTHER	0.001141	0.998859	
ENST00000441711.6	OTHER	0.392803	0.607197	
ENST00000441735.2	OTHER	0.000582	0.999418	
ENST00000441846.5	OTHER	0.000423	0.999577	
ENST00000442071.2	SP(Sec/SPI)	0.768211	0.231789	CS pos: 22-23. VLS-AA. Pr: 0.2416
ENST00000442185.1	OTHER	0.002638	0.997362	
ENST00000442217.5	OTHER	0.000934	0.999066	
ENST00000442508.5	OTHER	0.047699	0.952301	
ENST00000442873.5	OTHER	0.009980	0.990020	
ENST00000443045.1	OTHER	0.000696	0.999304	
ENST00000443259.1	OTHER	0.000958	0.999042	
ENST00000443425.6	OTHER	0.001341	0.998659	
ENST00000443566.6	OTHER	0.000416	0.999584	
ENST00000443615.1	OTHER	0.020008	0.979992	
ENST00000443751.3	OTHER	0.001491	0.998509	
ENST00000444100.2	OTHER	0.001270	0.998730	
ENST00000444117.5	OTHER	0.005639	0.994361	
ENST00000444128.2	OTHER	0.001835	0.998165	
ENST00000444261.1	OTHER	0.000781	0.999219	
ENST00000444541.7	OTHER	0.000933	0.999067	
ENST00000445038.5	OTHER	0.002805	0.997195	
ENST00000445552.6	OTHER	0.002362	0.997638	
ENST00000445603.1	OTHER	0.001090	0.998910	
ENST00000445750.1	OTHER	0.052195	0.947805	
ENST00000446023.6	OTHER	0.071783	0.928217	
ENST00000446176.7	OTHER	0.000416	0.999584	
ENST00000446419.6	OTHER	0.000869	0.999131	
ENST00000446619.1	OTHER	0.000457	0.999543	
ENST00000446688.5	OTHER	0.001925	0.998075	
ENST00000446737.5	OTHER	0.000444	0.999556	
ENST00000446778.5	OTHER	0.001119	0.998881	
ENST00000447498.5	OTHER	0.110907	0.889093	
ENST00000447819.1	OTHER	0.030358	0.969642	
ENST00000447873.6	OTHER	0.057414	0.942586	
ENST00000448137.5	OTHER	0.003718	0.996282	
ENST00000448232.6	OTHER	0.002427	0.997573	
ENST00000448282.6	OTHER	0.000967	0.999033	
ENST00000448328.6	OTHER	0.006740	0.993260	
ENST00000448349.2	OTHER	0.002891	0.997109	
ENST00000448405.5	SP(Sec/SPI)	0.857122	0.142878	CS pos: 37-38. VSA-LE. Pr: 0.8196
ENST00000448733.3	OTHER	0.000559	0.999441	
ENST00000448928.7	OTHER	0.006624	0.993376	
ENST00000449726.6	OTHER	0.092690	0.907310	
ENST00000449785.5	OTHER	0.000315	0.999685	
ENST00000449814.1	OTHER	0.012788	0.987212	
ENST00000449909.7	OTHER	0.010103	0.989897	
ENST00000451085.5	SP(Sec/SPI)	0.995719	0.004281	CS pos: 22-23. VQA-VD. Pr: 0.9629
ENST00000451322.1	OTHER	0.000881	0.999119	
ENST00000451324.6	OTHER	0.002240	0.997760	
ENST00000451599.6	OTHER	0.027089	0.972911	
ENST00000451699.6	OTHER	0.000294	0.999706	
ENST00000452041.5	OTHER	0.000294	0.999706	
ENST00000452109.1	OTHER	0.002105	0.997895	
ENST00000452324.3	OTHER	0.000247	0.999753	
ENST00000452441.5	SP(Sec/SPI)	0.985353	0.014647	CS pos: 20-21. GDA-DM. Pr: 0.7897
ENST00000452508.6	OTHER	0.001500	0.998500	
ENST00000452564.1	OTHER	0.000871	0.999129	
ENST00000452621.6	OTHER	0.001014	0.998986	
ENST00000452633.5	OTHER	0.004619	0.995381	
ENST00000452710.5	OTHER	0.001468	0.998532	
ENST00000452726.1	OTHER	0.005155	0.994845	
ENST00000452869.2	OTHER	0.000424	0.999576	
ENST00000453116.5	OTHER	0.008961	0.991039	
ENST00000453195.5	OTHER	0.002572	0.997428	
ENST00000453231.6	OTHER	0.001271	0.998729	
ENST00000453269.7	OTHER	0.000294	0.999706	
ENST00000453302.5	OTHER	0.000200	0.999800	
ENST00000453551.6	OTHER	0.001300	0.998700	
ENST00000453654.6	OTHER	0.001785	0.998215	
ENST00000453712.6	OTHER	0.000460	0.999540	
ENST00000453912.1	OTHER	0.356984	0.643016	
ENST00000454134.1	OTHER	0.004261	0.995739	
ENST00000454147.1	OTHER	0.001785	0.998215	
ENST00000454264.6	OTHER	0.000904	0.999096	
ENST00000454559.5	OTHER	0.392803	0.607197	
ENST00000454569.6	OTHER	0.001116	0.998884	
ENST00000454612.6	SP(Sec/SPI)	0.985353	0.014647	CS pos: 20-21. GDA-DM. Pr: 0.7897
ENST00000454678.7	OTHER	0.002572	0.997428	
ENST00000454950.6	OTHER	0.001020	0.998980	
ENST00000455364.2	OTHER	0.343777	0.656223	
ENST00000455566.6	OTHER	0.001875	0.998125	
ENST00000455577.6	OTHER	0.000655	0.999345	
ENST00000455610.5	OTHER	0.006348	0.993652	
ENST00000455976.6	OTHER	0.001135	0.998865	
ENST00000456095.6	OTHER	0.001065	0.998935	
ENST00000456314.1	OTHER	0.001841	0.998159	
ENST00000456329.7	OTHER	0.004310	0.995690	
ENST00000456397.7	OTHER	0.283397	0.716603	
ENST00000456471.3	SP(Sec/SPI)	0.537342	0.462658	CS pos: 31-32. GSA-LR. Pr: 0.2014
ENST00000457475.5	OTHER	0.000438	0.999562	
ENST00000457685.6	OTHER	0.001086	0.998914	
ENST00000457823.6	OTHER	0.001573	0.998427	
ENST00000458013.7	OTHER	0.001930	0.998070	
ENST00000458143.7	OTHER	0.002874	0.997126	
ENST00000458153.5	OTHER	0.001872	0.998128	
ENST00000458210.7	OTHER	0.000781	0.999219	
ENST00000458219.1	OTHER	0.108405	0.891595	
ENST00000458420.7	SP(Sec/SPI)	0.940952	0.059048	CS pos: 22-23. GSG-GG. Pr: 0.2426
ENST00000458483.4	OTHER	0.004619	0.995381	
ENST00000458591.7	OTHER	0.001054	0.998946	
ENST00000459894.6	OTHER	0.001011	0.998989	
ENST00000460214.6	OTHER	0.000686	0.999314	
ENST00000460252.5	OTHER	0.013928	0.986072	
ENST00000460390.6	OTHER	0.015518	0.984482	
ENST00000460468.5	OTHER	0.001307	0.998693	
ENST00000460670.5	OTHER	0.004311	0.995689	
ENST00000461393.7	OTHER	0.009763	0.990237	
ENST00000461854.5	OTHER	0.001031	0.998969	
ENST00000461958.2	OTHER	0.002874	0.997126	
ENST00000462091.5	OTHER	0.015210	0.984790	
ENST00000462412.2	OTHER	0.003966	0.996034	
ENST00000463558.3	OTHER	0.002014	0.997986	
ENST00000463663.6	OTHER	0.000429	0.999571	
ENST00000463684.1	OTHER	0.001184	0.998816	
ENST00000463745.6	OTHER	0.003966	0.996034	
ENST00000463943.1	OTHER	0.002805	0.997195	
ENST00000464352.6	OTHER	0.000616	0.999384	
ENST00000464394.5	OTHER	0.000920	0.999080	
ENST00000464506.2	OTHER	0.003930	0.996070	
ENST00000464553.2	OTHER	0.000263	0.999737	
ENST00000464999.1	OTHER	0.001074	0.998926	
ENST00000465115.6	OTHER	0.001456	0.998544	
ENST00000465160.2	OTHER	0.002691	0.997309	
ENST00000465254.2	OTHER	0.001565	0.998435	
ENST00000465393.1	OTHER	0.001631	0.998369	
ENST00000465675.6	SP(Sec/SPI)	0.998876	0.001124	CS pos: 26-27. AAA-AA. Pr: 0.4593
ENST00000465783.6	OTHER	0.001994	0.998006	
ENST00000466306.5	OTHER	0.002009	0.997991	
ENST00000466444.7	OTHER	0.000840	0.999160	
ENST00000466967.1	OTHER	0.000744	0.999256	
ENST00000467167.5	OTHER	0.014105	0.985895	
ENST00000467425.5	SP(Sec/SPI)	0.640905	0.359095	CS pos: 34-35. ARG-QE. Pr: 0.3030
ENST00000467789.5	OTHER	0.000417	0.999583	
ENST00000467979.1	OTHER	0.005345	0.994655	
ENST00000468050.1	SP(Sec/SPI)	0.866287	0.133713	CS pos: 18-19. CGA-DW. Pr: 0.7017
ENST00000469059.2	OTHER	0.001163	0.998837	
ENST00000469078.5	OTHER	0.000364	0.999636	
ENST00000469131.6	OTHER	0.000961	0.999039	
ENST00000470117.2	OTHER	0.018181	0.981819	
ENST00000470123.2	OTHER	0.001322	0.998678	
ENST00000470258.5	OTHER	0.006290	0.993710	
ENST00000470293.6	OTHER	0.000933	0.999067	
ENST00000470342.5	OTHER	0.002009	0.997991	
ENST00000470416.5	OTHER	0.001373	0.998627	
ENST00000470551.1	OTHER	0.000455	0.999545	
ENST00000470834.5	OTHER	0.000256	0.999744	
ENST00000471243.2	OTHER	0.001442	0.998558	
ENST00000471362.5	OTHER	0.006308	0.993692	
ENST00000472284.5	OTHER	0.000183	0.999817	
ENST00000472495.5	OTHER	0.003376	0.996624	
ENST00000472509.6	OTHER	0.000294	0.999706	
ENST00000472757.5	OTHER	0.291634	0.708366	
ENST00000473524.5	OTHER	0.000364	0.999636	
ENST00000474588.5	OTHER	0.011594	0.988406	
ENST00000474660.5	OTHER	0.009763	0.990237	
ENST00000474859.5	SP(Sec/SPI)	0.857122	0.142878	CS pos: 37-38. VSA-LE. Pr: 0.8196
ENST00000475287.2	OTHER	0.000536	0.999464	
ENST00000475412.5	OTHER	0.012129	0.987871	
ENST00000475824.6	OTHER	0.002498	0.997502	
ENST00000475937.6	OTHER	0.002933	0.997067	
ENST00000476007.2	OTHER	0.009763	0.990237	
ENST00000476120.2	OTHER	0.001398	0.998602	
ENST00000476176.5	OTHER	0.004212	0.995788	
ENST00000476217.5	OTHER	0.000417	0.999583	
ENST00000476419.5	OTHER	0.000928	0.999072	
ENST00000476496.5	OTHER	0.021184	0.978816	
ENST00000476665.5	OTHER	0.005020	0.994980	
ENST00000476702.1	OTHER	0.000886	0.999114	
ENST00000477084.1	OTHER	0.000898	0.999102	
ENST00000477305.5	OTHER	0.009763	0.990237	
ENST00000478074.6	OTHER	0.001132	0.998868	
ENST00000478344.6	OTHER	0.030583	0.969417	
ENST00000478658.1	OTHER	0.000309	0.999691	
ENST00000479048.6	OTHER	0.006308	0.993692	
ENST00000479191.2	OTHER	0.000646	0.999354	
ENST00000479441.1	SP(Sec/SPI)	0.863692	0.136308	CS pos: 61-62. ASA-YS. Pr: 0.7187
ENST00000479452.5	OTHER	0.005148	0.994852	
ENST00000479669.5	OTHER	0.000212	0.999788	
ENST00000479719.5	OTHER	0.011594	0.988406	
ENST00000480226.5	SP(Sec/SPI)	0.995612	0.004388	CS pos: 20-21. VFA-QT. Pr: 0.8259
ENST00000480358.6	OTHER	0.000775	0.999225	
ENST00000480402.1	OTHER	0.001761	0.998239	
ENST00000480887.5	OTHER	0.000348	0.999652	
ENST00000481024.5	OTHER	0.001462	0.998538	
ENST00000481642.6	OTHER	0.000933	0.999067	
ENST00000481862.1	OTHER	0.000843	0.999157	
ENST00000481924.2	OTHER	0.012096	0.987904	
ENST00000481972.5	OTHER	0.009763	0.990237	
ENST00000482140.5	OTHER	0.001173	0.998827	
ENST00000482155.1	OTHER	0.006423	0.993577	
ENST00000483386.5	OTHER	0.013031	0.986969	
ENST00000484069.1	OTHER	0.003088	0.996912	
ENST00000484157.5	OTHER	0.000247	0.999753	
ENST00000484447.5	OTHER	0.002549	0.997451	
ENST00000484800.6	OTHER	0.000191	0.999809	
ENST00000485678.6	OTHER	0.012096	0.987904	
ENST00000486160.3	OTHER	0.001077	0.998923	
ENST00000486284.5	SP(Sec/SPI)	0.640905	0.359095	CS pos: 34-35. ARG-QE. Pr: 0.3030
ENST00000486706.6	OTHER	0.016305	0.983695	
ENST00000487137.7	SP(Sec/SPI)	0.727671	0.272329	CS pos: 19-20. CMG-RL. Pr: 0.2738
ENST00000487331.2	OTHER	0.000377	0.999623	
ENST00000487430.7	OTHER	0.006430	0.993570	
ENST00000487634.5	OTHER	0.002601	0.997399	
ENST00000487652.5	OTHER	0.011305	0.988695	
ENST00000487832.6	OTHER	0.010677	0.989323	
ENST00000488362.5	OTHER	0.030562	0.969438	
ENST00000488470.5	OTHER	0.000256	0.999744	
ENST00000488609.5	OTHER	0.097499	0.902501	
ENST00000489794.1	OTHER	0.000288	0.999712	
ENST00000490276.5	OTHER	0.167510	0.832490	
ENST00000490395.5	OTHER	0.016305	0.983695	
ENST00000491534.5	OTHER	0.001471	0.998529	
ENST00000491631.5	OTHER	0.016305	0.983695	
ENST00000492597.5	OTHER	0.003859	0.996141	
ENST00000492611.5	OTHER	0.001090	0.998910	
ENST00000492886.5	OTHER	0.000260	0.999740	
ENST00000493960.6	OTHER	0.002259	0.997741	
ENST00000493990.5	OTHER	0.003966	0.996034	
ENST00000494282.6	OTHER	0.184768	0.815232	
ENST00000494380.5	OTHER	0.000739	0.999261	
ENST00000494626.6	OTHER	0.000368	0.999632	
ENST00000495130.5	OTHER	0.008696	0.991304	
ENST00000495517.5	OTHER	0.001335	0.998665	
ENST00000495767.5	OTHER	0.002601	0.997399	
ENST00000496119.2	OTHER	0.000702	0.999298	
ENST00000496619.6	OTHER	0.000884	0.999116	
ENST00000496913.6	OTHER	0.001144	0.998856	
ENST00000497019.7	OTHER	0.001314	0.998686	
ENST00000497140.5	OTHER	0.000865	0.999135	
ENST00000497830.5	OTHER	0.004890	0.995110	
ENST00000497959.5	OTHER	0.001272	0.998728	
ENST00000498702.1	OTHER	0.001717	0.998283	
ENST00000498812.5	OTHER	0.041970	0.958030	
ENST00000499666.7	OTHER	0.000564	0.999436	
ENST00000502271.5	OTHER	0.004615	0.995385	
ENST00000502637.5	OTHER	0.004507	0.995493	
ENST00000502653.5	OTHER	0.000485	0.999515	
ENST00000502678.1	OTHER	0.071783	0.928217	
ENST00000503103.5	OTHER	0.000640	0.999360	
ENST00000503315.5	OTHER	0.208576	0.791424	
ENST00000503366.5	OTHER	0.000691	0.999309	
ENST00000503556.5	OTHER	0.000353	0.999647	
ENST00000503643.1	OTHER	0.000872	0.999128	
ENST00000503859.5	OTHER	0.000611	0.999389	
ENST00000503868.5	OTHER	0.156789	0.843211	
ENST00000503876.5	OTHER	0.000675	0.999325	
ENST00000503925.1	OTHER	0.000690	0.999310	
ENST00000504005.5	OTHER	0.000302	0.999698	
ENST00000504924.6	OTHER	0.013387	0.986613	
ENST00000505073.5	OTHER	0.000217	0.999783	
ENST00000505236.1	OTHER	0.002688	0.997312	
ENST00000505747.6	OTHER	0.000529	0.999471	
ENST00000505888.1	OTHER	0.001873	0.998127	
ENST00000505913.5	OTHER	0.002766	0.997234	
ENST00000505945.1	OTHER	0.001221	0.998779	
ENST00000506288.5	OTHER	0.006611	0.993389	
ENST00000506639.5	OTHER	0.004507	0.995493	
ENST00000506643.5	OTHER	0.000520	0.999480	
ENST00000507384.1	OTHER	0.026772	0.973228	
ENST00000507646.2	OTHER	0.013387	0.986613	
ENST00000507825.3	OTHER	0.000904	0.999096	
ENST00000507898.5	OTHER	0.001873	0.998127	
ENST00000507899.1	OTHER	0.000210	0.999790	
ENST00000507910.5	OTHER	0.000775	0.999225	
ENST00000508074.5	OTHER	0.027723	0.972277	
ENST00000508130.5	OTHER	0.000412	0.999588	
ENST00000508196.5	OTHER	0.000775	0.999225	
ENST00000508369.5	OTHER	0.000546	0.999454	
ENST00000508403.5	OTHER	0.003495	0.996505	
ENST00000508614.5	OTHER	0.002427	0.997573	
ENST00000508639.5	SP(Sec/SPI)	0.615433	0.384567	CS pos: 31-32. CLS-HQ. Pr: 0.3636
ENST00000508711.5	SP(Sec/SPI)	0.858787	0.141213	CS pos: 21-22. VCC-MK. Pr: 0.5600
ENST00000508747.1	OTHER	0.058560	0.941440	
ENST00000509094.5	OTHER	0.001982	0.998018	
ENST00000509176.6	OTHER	0.000217	0.999783	
ENST00000509383.5	OTHER	0.000702	0.999298	
ENST00000509417.5	SP(Sec/SPI)	0.842547	0.157453	CS pos: 24-25. VSS-NS. Pr: 0.6094
ENST00000509418.1	OTHER	0.000961	0.999039	
ENST00000509534.5	OTHER	0.480346	0.519654	
ENST00000509540.6	OTHER	0.011141	0.988859	
ENST00000510018.5	OTHER	0.001077	0.998923	
ENST00000510088.5	OTHER	0.000158	0.999842	
ENST00000510118.5	OTHER	0.000775	0.999225	
ENST00000510474.5	OTHER	0.000919	0.999081	
ENST00000510688.5	OTHER	0.000775	0.999225	
ENST00000510702.5	OTHER	0.001441	0.998559	
ENST00000510769.5	OTHER	0.000775	0.999225	
ENST00000510781.2	OTHER	0.000848	0.999152	
ENST00000510870.5	OTHER	0.000589	0.999411	
ENST00000510968.5	OTHER	0.000366	0.999634	
ENST00000511212.5	OTHER	0.000460	0.999540	
ENST00000511262.5	OTHER	0.000775	0.999225	
ENST00000511441.5	OTHER	0.000677	0.999323	
ENST00000511467.1	OTHER	0.001091	0.998909	
ENST00000511555.5	SP(Sec/SPI)	0.968768	0.031232	CS pos: 26-27. ALA-FA. Pr: 0.4690
ENST00000511647.5	OTHER	0.001147	0.998853	
ENST00000511752.5	OTHER	0.156789	0.843211	
ENST00000511925.5	OTHER	0.007970	0.992030	
ENST00000511976.5	OTHER	0.000357	0.999643	
ENST00000512079.5	OTHER	0.004507	0.995493	
ENST00000512137.5	SP(Sec/SPI)	0.968768	0.031232	CS pos: 26-27. ALA-FA. Pr: 0.4690
ENST00000512453.5	OTHER	0.027723	0.972277	
ENST00000512662.5	OTHER	0.004906	0.995094	
ENST00000512722.1	OTHER	0.001021	0.998979	
ENST00000512740.1	OTHER	0.001267	0.998733	
ENST00000512960.5	OTHER	0.001147	0.998853	
ENST00000513240.5	SP(Sec/SPI)	0.985353	0.014647	CS pos: 20-21. GDA-DM. Pr: 0.7897
ENST00000513834.5	OTHER	0.002427	0.997573	
ENST00000514039.6	OTHER	0.000430	0.999570	
ENST00000514122.5	OTHER	0.000589	0.999411	
ENST00000514224.2	SP(Sec/SPI)	0.997122	0.002878	CS pos: 25-26. VAP-AE. Pr: 0.5431
ENST00000514277.6	OTHER	0.001377	0.998623	
ENST00000514322.1	OTHER	0.000989	0.999011	
ENST00000514450.3	OTHER	0.000303	0.999697	
ENST00000514894.5	OTHER	0.004906	0.995094	
ENST00000515059.6	OTHER	0.011141	0.988859	
ENST00000515124.6	OTHER	0.000303	0.999697	
ENST00000515366.5	OTHER	0.008565	0.991435	
ENST00000515600.1	OTHER	0.001982	0.998018	
ENST00000515679.1	OTHER	0.000806	0.999194	
ENST00000517851.5	OTHER	0.018112	0.981888	
ENST00000518291.5	OTHER	0.000444	0.999556	
ENST00000518517.5	OTHER	0.024850	0.975150	
ENST00000518887.5	OTHER	0.018112	0.981888	
ENST00000518937.6	OTHER	0.000135	0.999865	
ENST00000518977.5	OTHER	0.000187	0.999813	
ENST00000518995.5	OTHER	0.000530	0.999470	
ENST00000519088.5	OTHER	0.002421	0.997579	
ENST00000519256.5	OTHER	0.002707	0.997293	
ENST00000519295.6	OTHER	0.000632	0.999368	
ENST00000519303.6	OTHER	0.000669	0.999331	
ENST00000519312.5	OTHER	0.001635	0.998365	
ENST00000519716.7	OTHER	0.002407	0.997593	
ENST00000519888.6	OTHER	0.000804	0.999196	
ENST00000520358.7	OTHER	0.002005	0.997995	
ENST00000520542.5	OTHER	0.001423	0.998577	
ENST00000520645.6	OTHER	0.001131	0.998869	
ENST00000520662.1	OTHER	0.041062	0.958938	
ENST00000520693.5	OTHER	0.001635	0.998365	
ENST00000520817.6	OTHER	0.000538	0.999462	
ENST00000520931.5	OTHER	0.001742	0.998258	
ENST00000520973.5	OTHER	0.001606	0.998394	
ENST00000520999.6	OTHER	0.000501	0.999499	
ENST00000521156.6	OTHER	0.000794	0.999206	
ENST00000521241.6	OTHER	0.000135	0.999865	
ENST00000521354.5	OTHER	0.000875	0.999125	
ENST00000521424.1	OTHER	0.000724	0.999276	
ENST00000521591.6	OTHER	0.000187	0.999813	
ENST00000521747.5	OTHER	0.004515	0.995485	
ENST00000521755.1	OTHER	0.004026	0.995974	
ENST00000521861.6	OTHER	0.001056	0.998944	
ENST00000522066.5	OTHER	0.002707	0.997293	
ENST00000522205.6	OTHER	0.003935	0.996065	
ENST00000522453.1	OTHER	0.001056	0.998944	
ENST00000522800.5	OTHER	0.001812	0.998188	
ENST00000522904.5	OTHER	0.002447	0.997553	
ENST00000522948.5	OTHER	0.001756	0.998244	
ENST00000523054.5	OTHER	0.001635	0.998365	
ENST00000523189.6	OTHER	0.002707	0.997293	
ENST00000523338.5	OTHER	0.000187	0.999813	
ENST00000523371.5	OTHER	0.001423	0.998577	
ENST00000523420.6	OTHER	0.000538	0.999462	
ENST00000523559.1	OTHER	0.002421	0.997579	
ENST00000523662.1	OTHER	0.004310	0.995690	
ENST00000523763.2	OTHER	0.003935	0.996065	
ENST00000523832.1	OTHER	0.000516	0.999484	
ENST00000524039.5	OTHER	0.001423	0.998577	
ENST00000524114.5	OTHER	0.001181	0.998819	
ENST00000524377.7	SP(Sec/SPI)	0.957230	0.042770	CS pos: 33-34. AGA-AP. Pr: 0.7823
ENST00000524463.6	SP(Sec/SPI)	0.998806	0.001194	CS pos: 24-25. VRC-DT. Pr: 0.5697
ENST00000524466.5	OTHER	0.003166	0.996834	
ENST00000524616.5	OTHER	0.128515	0.871485	
ENST00000524655.5	OTHER	0.000368	0.999632	
ENST00000524669.5	OTHER	0.001100	0.998900	
ENST00000524737.6	OTHER	0.000817	0.999183	
ENST00000525066.5	OTHER	0.000739	0.999261	
ENST00000525234.1	OTHER	0.001401	0.998599	
ENST00000525322.5	OTHER	0.002507	0.997493	
ENST00000525396.5	OTHER	0.003812	0.996188	
ENST00000525680.6	OTHER	0.000679	0.999321	
ENST00000525683.5	OTHER	0.000679	0.999321	
ENST00000526020.5	OTHER	0.149626	0.850374	
ENST00000526123.5	OTHER	0.002186	0.997814	
ENST00000526296.5	OTHER	0.001549	0.998451	
ENST00000526324.5	OTHER	0.000470	0.999530	
ENST00000526404.2	OTHER	0.007321	0.992679	
ENST00000526459.5	OTHER	0.001763	0.998237	
ENST00000526640.5	OTHER	0.000933	0.999067	
ENST00000526683.6	OTHER	0.001774	0.998226	
ENST00000526852.5	OTHER	0.149626	0.850374	
ENST00000526937.5	OTHER	0.000817	0.999183	
ENST00000527013.6	OTHER	0.000817	0.999183	
ENST00000527197.5	OTHER	0.001065	0.998935	
ENST00000527230.1	OTHER	0.003166	0.996834	
ENST00000527272.1	OTHER	0.000712	0.999288	
ENST00000527458.5	OTHER	0.001368	0.998632	
ENST00000527610.1	OTHER	0.002233	0.997767	
ENST00000527860.5	OTHER	0.000739	0.999261	
ENST00000528020.2	OTHER	0.026108	0.973892	
ENST00000528095.5	OTHER	0.002312	0.997688	
ENST00000528752.1	OTHER	0.003713	0.996287	
ENST00000529383.5	OTHER	0.001138	0.998862	
ENST00000529555.1	OTHER	0.000727	0.999273	
ENST00000529572.5	OTHER	0.012571	0.987429	
ENST00000529852.3	OTHER	0.005024	0.994976	
ENST00000529947.1	OTHER	0.013723	0.986277	
ENST00000529949.5	OTHER	0.012374	0.987626	
ENST00000529974.2	SP(Sec/SPI)	0.998806	0.001194	CS pos: 24-25. VRC-DT. Pr: 0.5697
ENST00000529999.5	OTHER	0.001634	0.998366	
ENST00000530019.5	OTHER	0.000557	0.999443	
ENST00000530035.5	OTHER	0.000679	0.999321	
ENST00000530106.2	OTHER	0.000935	0.999065	
ENST00000530203.2	OTHER	0.000935	0.999065	
ENST00000530511.5	OTHER	0.001368	0.998632	
ENST00000530522.1	OTHER	0.000655	0.999345	
ENST00000530939.5	SP(Sec/SPI)	0.988650	0.011350	CS pos: 19-20. VHT-TL. Pr: 0.6160
ENST00000531109.5	OTHER	0.175374	0.824626	
ENST00000531277.2	OTHER	0.000739	0.999261	
ENST00000531355.6	OTHER	0.004104	0.995896	
ENST00000531461.5	OTHER	0.001322	0.998678	
ENST00000531469.5	OTHER	0.000368	0.999632	
ENST00000531525.2	OTHER	0.068906	0.931094	
ENST00000531607.5	OTHER	0.000502	0.999498	
ENST00000531613.2	SP(Sec/SPI)	0.948396	0.051604	CS pos: 29-30. GSG-QL. Pr: 0.4783
ENST00000531769.6	OTHER	0.000884	0.999116	
ENST00000531823.5	OTHER	0.002829	0.997171	
ENST00000531928.6	OTHER	0.000679	0.999321	
ENST00000531980.5	OTHER	0.013570	0.986430	
ENST00000532141.5	OTHER	0.000727	0.999273	
ENST00000532253.5	OTHER	0.000830	0.999170	
ENST00000532449.6	OTHER	0.000817	0.999183	
ENST00000532485.6	OTHER	0.001322	0.998678	
ENST00000532629.1	OTHER	0.005848	0.994152	
ENST00000532634.5	OTHER	0.126565	0.873435	
ENST00000532743.6	OTHER	0.000739	0.999261	
ENST00000532829.5	OTHER	0.000557	0.999443	
ENST00000532971.2	OTHER	0.078429	0.921571	
ENST00000533059.5	SP(Sec/SPI)	0.988650	0.011350	CS pos: 19-20. VHT-TL. Pr: 0.6160
ENST00000533164.6	OTHER	0.013285	0.986715	
ENST00000533172.5	OTHER	0.008441	0.991559	
ENST00000533177.5	OTHER	0.001138	0.998862	
ENST00000533786.5	OTHER	0.002005	0.997995	
ENST00000533917.5	OTHER	0.002507	0.997493	
ENST00000533940.5	OTHER	0.000679	0.999321	
ENST00000534070.5	OTHER	0.000817	0.999183	
ENST00000534254.5	SP(Sec/SPI)	0.988650	0.011350	CS pos: 19-20. VHT-TL. Pr: 0.6160
ENST00000534358.8	OTHER	0.005024	0.994976	
ENST00000534570.5	OTHER	0.004823	0.995177	
ENST00000534690.5	OTHER	0.142516	0.857484	
ENST00000534711.5	OTHER	0.001100	0.998900	
ENST00000534940.6	OTHER	0.000720	0.999280	
ENST00000535054.1	OTHER	0.001848	0.998152	
ENST00000535408.5	OTHER	0.000558	0.999442	
ENST00000536169.6	SP(Sec/SPI)	0.854773	0.145227	CS pos: 37-38. AST-QA. Pr: 0.4518
ENST00000536272.5	OTHER	0.001324	0.998676	
ENST00000536290.5	OTHER	0.001135	0.998865	
ENST00000536393.5	OTHER	0.000437	0.999563	
ENST00000536723.5	OTHER	0.086218	0.913782	
ENST00000536728.5	OTHER	0.001222	0.998778	
ENST00000536741.1	OTHER	0.000542	0.999458	
ENST00000536761.5	OTHER	0.000558	0.999442	
ENST00000536979.1	OTHER	0.000367	0.999633	
ENST00000537186.6	OTHER	0.004505	0.995495	
ENST00000537261.1	OTHER	0.000298	0.999702	
ENST00000537351.5	OTHER	0.001822	0.998178	
ENST00000537500.5	OTHER	0.003978	0.996022	
ENST00000537822.1	OTHER	0.039951	0.960049	
ENST00000537927.5	OTHER	0.000474	0.999526	
ENST00000537947.5	OTHER	0.001135	0.998865	
ENST00000537952.1	OTHER	0.000417	0.999583	
ENST00000537960.5	OTHER	0.000558	0.999442	
ENST00000538597.1	OTHER	0.000935	0.999065	
ENST00000538601.1	OTHER	0.001344	0.998656	
ENST00000538839.5	OTHER	0.002224	0.997776	
ENST00000538927.1	OTHER	0.341425	0.658575	
ENST00000539025.5	OTHER	0.011703	0.988297	
ENST00000541786.5	OTHER	0.011029	0.988971	
ENST00000541875.1	OTHER	0.396282	0.603718	
ENST00000541910.6	OTHER	0.025861	0.974139	
ENST00000541931.5	OTHER	0.003793	0.996207	
ENST00000541973.5	OTHER	0.000512	0.999488	
ENST00000542038.5	OTHER	0.013223	0.986777	
ENST00000542194.1	OTHER	0.020789	0.979211	
